"Título","Actividad","Temática","Dirección","Teléfono","e-mail","Web","Otros","UAP","Tipo de recurso","Población diana","Zona Accción","Dirección: coordenadas","Modificado por"
"LEKEITIO",,"[""Juventud""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x7602503171777123392?setLang=es-ES"",""DisplayName"":""Instituto De Educacion Secundaria Ondarroa - Lekeitio Bhi"",""Address"":{""Street"":""Atea, 7"",""City"":""Lekeitio"",""State"":""Vizcaya"",""CountryOrRegion"":""ES"",""PostalCode"":""48280"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.3643,""Longitude"":-2.50585}}","944.287.874","015624aa@hezkuntza.net",,,"[""Lekeitio""]",,,,"Point (-2.50585 43.3643)","MARINA CIFUENTES GARCIA"
"BERMEOKO HAURRESKOLA",,"[""Infancia""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x13330021898446179420?setLang=es-ES"",""DisplayName"":""Bermeoko Haurreskola"",""Address"":{""Street"":""C/ Tonpoi Bidea, 1 - BAJO"",""City"":""Bermeo"",""State"":""Vizcaya"",""CountryOrRegion"":""ES"",""PostalCode"":""48370"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.4225,""Longitude"":-2.72282}}","946.880.563","bermeo.bermeo@haurreskolak.eus",,,"[""Bermeo""]",,,,"Point (-2.72282 43.4225)","MARINA CIFUENTES GARCIA"
"LEKEITIOKO HAURRESKOLA",,"[""Infancia""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x1777885219386864560?setLang=es-ES"",""DisplayName"":""Lekeitioko Haurreskola"",""Address"":{""Street"":""9,Barrio De Larrotegi"",""City"":""Lekeitio"",""State"":""País Vasco"",""CountryOrRegion"":""ES"",""PostalCode"":""48280"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.3607,""Longitude"":-2.50867}}","946.243.392","lekeitio.lekeitio@haurreskolak.eus",,,"[""Gernikaldea""]",,,,"Point (-2.50867 43.3607)","MARINA CIFUENTES GARCIA"
"GAUTEGIZ ARTEAGAKO HAURRESKOLA",,"[""Infancia""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x11410925649052347687?setLang=es-ES"",""DisplayName"":""Gautegiz Arteagako Haurreskola"",""Address"":{""Street"":""1,Barrio Mendialdua"",""City"":""Gautegiz Arteaga"",""State"":""País Vasco"",""CountryOrRegion"":""ES"",""PostalCode"":""48314"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.3516,""Longitude"":-2.6511}}","946.240.135","gautegiz.arteaga@haurreskolak.eus",,,"[""Gernikaldea""]",,,,"Point (-2.6511 43.3516)","MARINA CIFUENTES GARCIA"
"EAKO HAURRESKOLA-LORADI",,"[""Infancia""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x7702334723822677196?setLang=es-ES"",""DisplayName"":""Haurreskola Loradi"",""Address"":{""Street"":""4,Calle De Jesús"",""City"":""Ea"",""State"":""Vizcaya"",""CountryOrRegion"":""ES"",""PostalCode"":""48287"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.3805,""Longitude"":-2.58409}}","946.275.063","loradi.ea@haurreskolak.eus",,,"[""Lekeitio""]",,,,"Point (-2.58409 43.3805)","MARINA CIFUENTES GARCIA"
"BUSTURIAKO HAURRESKOLA-SEINTXU",,"[""Infancia""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x3773112915385383811?setLang=es-ES"",""DisplayName"":""Partzuergoko Haur Eskola Busturiako Haurreskola Zamakola"",""Address"":{""Street"":""Barrio de Altamira 45A"",""City"":""Busturia"",""State"":""País Vasco "",""CountryOrRegion"":""ES"",""PostalCode"":""48350"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.3679,""Longitude"":-2.70151}}","946.871.006","seintxu.busturia@haurreskolak.eus",,,"[""Gernikaldea""]",,,,"Point (-2.70151 43.3679)","MARINA CIFUENTES GARCIA"
"MUXIKAKO HAURRESKOLA",,"[""Infancia""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x14294990423816030432?setLang=es-ES"",""DisplayName"":""Muxikako Ikastola"",""Address"":{""Street"":""Kurtzero 41"",""City"":""Muxika"",""State"":""Vizcaya"",""CountryOrRegion"":""ES"",""PostalCode"":""48392"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.2909,""Longitude"":-2.6897}}","946.258.579","muxika.muxika@haurreskolak.eus",,,"[""Gernikaldea""]",,,,"Point (-2.6897 43.2909)","MARINA CIFUENTES GARCIA"
"MUNDAKAKO HAURRESKOLA",,"[""Infancia""]","{""EntityType"":""Custom"",""LocationUri"":null,""DisplayName"":""LEHENDAKARI AGIRRE 1"",""Address"":null,""Coordinates"":{""Latitude"":null,""Longitude"":null}}","946.029.619","mundaka.mundaka@haurreskolak.eus",,,"[""Bermeo""]",,,,,"MARINA CIFUENTES GARCIA"
"ISPASTERKO HAURRESKOLA",,"[""Infancia""]","{""EntityType"":""Custom"",""LocationUri"":null,""DisplayName"":""AGARRETXU 2 BAJO"",""Address"":null,""Coordinates"":{""Latitude"":null,""Longitude"":null}}","946.243.800","ispaster.ispaster@haurreskolak.eus",,,"[""Lekeitio""]",,,,,"MARINA CIFUENTES GARCIA"
"GERNIKA-LUMOKO HAURRESKOLA-ALLENDE SALAZAR",,"[""Infancia""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x1111007238250471557?setLang=es-ES"",""DisplayName"":""Partzuergoko Haur Eskola Gernika Lumoko Haurreskola Allende Salazar"",""Address"":{""Street"":""Zearreta Kalea, 6, 48300 Gernika-lumo, Bizkaia, Spain"",""City"":""Guernica Y Luno"",""State"":""País Vasco"",""CountryOrRegion"":""ES"",""PostalCode"":""48300"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.3132,""Longitude"":-2.68318}}","946.250.105","allendesalazar.gernika@haurreskolak.eus",,,"[""Gernika""]",,,,"Point (-2.68318 43.3132)","MARINA CIFUENTES GARCIA"
"AULESTIKO HAURRESKOLA",,"[""Infancia""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x2048343623066737469?setLang=es-ES"",""DisplayName"":""Partzuergoko Haur Eskola Aulestiko Haurreskola"",""Address"":{""Street"":""Aulesti"",""City"":""Biscay"",""State"":""País Vasco"",""CountryOrRegion"":""ES"",""PostalCode"":""48380"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.2958,""Longitude"":-2.56333}}","946.279.034","aulesti.aulesti@haurreskolak.eus",,,"[""Lekeitio""]",,,,"Point (-2.56333 43.2958)","MARINA CIFUENTES GARCIA"
"IBARRANGELUKO HAURRESKOLA",,"[""Infancia""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x8975803648614765530?setLang=es-ES"",""DisplayName"":""Partzuergoko Haur Eskola Leioako Haurreskola"",""Address"":{""Street"":""36,Barrio De Elejalde"",""City"":""Ibarrangelu"",""State"":""País Vasco"",""CountryOrRegion"":""ES"",""PostalCode"":""48311"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.3918,""Longitude"":-2.63275}}","946.276.598","ibarrangelu.ibarrangelu@haurreskolak.eus",,,"[""Gernikaldea""]",,,,"Point (-2.63275 43.3918)","MARINA CIFUENTES GARCIA"
"GERNIKA-LUMOKO HAURRESKOLA-BARRUTIA",,"[""Infancia""]","{""EntityType"":""Custom"",""LocationUri"":null,""DisplayName"":""BARRUTIA AUZOA 8"",""Address"":null,""Coordinates"":{""Latitude"":null,""Longitude"":null}}","946.257.363","barrutia.gernika@haurreskolak.eus",,,"[""Gernikaldea""]",,,,,"MARINA CIFUENTES GARCIA"
"BERMEO",,"[""Juventud""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x18324372230703791005?setLang=es-ES"",""DisplayName"":""Ies I. Arozena-Barrueta/Tar Benito Bhi"",""Address"":{""Street"":""Calle De Matxitxako"",""City"":""Bermeo"",""State"":""Vizcaya"",""CountryOrRegion"":""ES"",""PostalCode"":""48370"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.4217,""Longitude"":-2.72473}}","944.288.066","015106aa@hezkuntza.net",,,"[""Bermeo""]",,,,"Point (-2.72473 43.4217)","MARINA CIFUENTES GARCIA"
"BARRUTIALDE",,"[""Juventud""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x10199220052884925067?setLang=es-ES"",""DisplayName"":""IES BARRUTIALDE BHI"",""Address"":{""Street"":""Calle Barrutia, 7"",""City"":""Arratzu"",""State"":""Vizcaya"",""CountryOrRegion"":""ES"",""PostalCode"":""48383"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.3243,""Longitude"":-2.66622}}","944.287.829","015021aa@hezkuntza.net",,,"[""Gernikaldea""]",,,,"Point (-2.66622 43.3243)","MARINA CIFUENTES GARCIA"
"GERNIKA",,"[""Juventud""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x15030669704069239005?setLang=es-ES"",""DisplayName"":""Gernika BHI-IES Gernika"",""Address"":{""Street"":""Calle De Carlos Gangoiti 23"",""City"":""Gernika-Lumo"",""State"":""Vizcaya"",""CountryOrRegion"":""ES"",""PostalCode"":""48300"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.3196,""Longitude"":-2.67897}}","944.287.817","014320aa@hezkuntza.net","https://www.aldapeta.eus/",,"[""Gernika""]",,,,"Point (-2.67897 43.3196)","MARINA CIFUENTES GARCIA"
"MUSIKAIA",,"[""Infancia"",""Juventud""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x5009970927739700089?setLang=es-ES"",""DisplayName"":""MUSIKAIA MUSIKA ESKOLA"",""Address"":{""Street"":""10,Calle De Elizatea"",""City"":""Lekeitio"",""State"":""País Vasco"",""CountryOrRegion"":""ES"",""PostalCode"":""48280"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.3626,""Longitude"":-2.5022}}","946.128.549","musikaeskola@musikaia.eus",,,"[""Lekeitio""]",,,,"Point (-2.5022 43.3626)","MARINA CIFUENTES GARCIA"
"HAIZEDER",,"[""Infancia"",""Juventud""]","{""EntityType"":""Custom"",""LocationUri"":null,""DisplayName"":""ELEXALDE 34 -NATXITUA"",""Address"":null,""Coordinates"":{""Latitude"":null,""Longitude"":null}}","944.651.019","015765aa@hezkuntza.net",,,"[""Lekeitio""]",,,,,"MARINA CIFUENTES GARCIA"
"JULI FORURIA",,"[""Infancia"",""Juventud""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x5959213689151789935?setLang=es-ES"",""DisplayName"":""Escuela Privada De Música Juli Foruria"",""Address"":{""Street"":""Pl. San Juan de Ibarra, 2"",""City"":""Gernika-Lumo"",""State"":""Vizcaya"",""CountryOrRegion"":""ES"",""PostalCode"":""48300"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.3173,""Longitude"":-2.67768}}","946.255.878","juliaforuria@telefonica.net",,,"[""Gernika""]",,,,"Point (-2.67768 43.3173)","CESAR ENRIQUE PINARGOTE GAVILANES"
"GANDASEGI",,"[""Infancia"",""Juventud""]",,"944.280.180","015053aa@hezkuntza.net",,,"[""Galdakao""]",,,,,"CESAR ENRIQUE PINARGOTE GAVILANES"
"BENGOETXE",,"[""Juventud""]",,"944.288.010","015088aa@hezkuntza.net",,,"[""Galdakao""]",,,,,"CESAR ENRIQUE PINARGOTE GAVILANES"
"URRETA",,"[""Infancia"",""Juventud""]",,"944.287.880","015101aa@hezkuntza.net",,,"[""Galdakao""]",,,,,"CESAR ENRIQUE PINARGOTE GAVILANES"
"OSTALARITZA ",,"[""Infancia"",""Juventud""]",,"944.560.458","015176aa@hezkuntza.net",,,"[""Galdakao""]",,,,,"CESAR ENRIQUE PINARGOTE GAVILANES"
"EGUZKIBEGI IKASTOLA",,"[""Infancia"",""Juventud""]",,"944.560.264","galdakao@ikastola.eus",,,"[""Galdakao""]",,,,,"CESAR ENRIQUE PINARGOTE GAVILANES"
"LARRABETZU",,"[""Infancia"",""Juventud""]",,"944.287.860","014327aa@hezkuntza.net",,,"[""Galdakao""]",,,,,"CESAR ENRIQUE PINARGOTE GAVILANES"
"UNKINA",,"[""Infancia"",""Juventud""]",,"944.280.190","014280aa@hezkuntza.net",,,"[""Galdakao""]",,,,,"CESAR ENRIQUE PINARGOTE GAVILANES"
"ELEXALDE",,"[""Juventud""]",,"944.288.008","014278aa@hezkuntza.net",,,"[""Galdakao""]",,,,,"CESAR ENRIQUE PINARGOTE GAVILANES"
"APERRIBAI",,"[""Infancia"",""Juventud""]",,"944.288.279","014268aa@hezkuntza.net",,,"[""Galdakao""]",,,,,"CESAR ENRIQUE PINARGOTE GAVILANES"
"KUKULLAGA",,"[""Infancia"",""Juventud""]",,"944.287.913","015725aa@hezkuntza.net",,,"[""Etxebarri""]",,,,,"CESAR ENRIQUE PINARGOTE GAVILANES"
"ETXEBARRI",,"[""Infancia"",""Juventud""]",,"944.287.992","015087aa@hezkuntza.net",,,"[""Etxebarri""]",,,,,"CESAR ENRIQUE PINARGOTE GAVILANES"
"ARRATIAKO ZULAIBAR LANBIDE IKASTEGIA ",,"[""Infancia"",""Juventud""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x15027136919605345462?setLang=es-ES"",""DisplayName"":""Arratiako Zulaibar Lanbide Ikastegia"",""Address"":{""Street"":""BARRIO ZULAIBAR"",""City"":""Zeanuri"",""State"":""Vizcaya"",""CountryOrRegion"":""ES"",""PostalCode"":""48144"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.1103,""Longitude"":-2.76118}}","946.739.116","info@zulaibar.net",,,"[""Arratia""]",,,,"Point (-2.76118 43.1103)","CESAR ENRIQUE PINARGOTE GAVILANES"
"ARRATIA",,"[""Infancia"",""Juventud""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x13135693312580558921?setLang=es-ES"",""DisplayName"":""Arratia BHI"",""Address"":{""Street"":""Barro Olabarri, 32"",""City"":""Igorre"",""State"":""Vizcaya"",""CountryOrRegion"":""ES"",""PostalCode"":""48140"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.1602,""Longitude"":-2.77964}}","944.287.934","014456aa@hezkuntza.net",,,"[""Arratia""]",,,,"Point (-2.77964 43.1602)","CESAR ENRIQUE PINARGOTE GAVILANES"
"IGNACIO ZUBIZARRETA",,"[""Infancia"",""Juventud""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x8606153467490948111?setLang=es-ES"",""DisplayName"":""Colegio Público Ignacio Zubizarreta"",""Address"":{""Street"":""Lugar Barrio Olábarri, 0 S/N"",""City"":""Olabarri"",""State"":""BI"",""CountryOrRegion"":""ES"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.1606,""Longitude"":-2.7762}}","946.736.022","014455aa@hezkuntza.net",,,"[""Arratia""]",,,,"Point (-2.7762 43.1606)","CESAR ENRIQUE PINARGOTE GAVILANES"
"JUAN B. EGUZKITZA MEABE",,"[""Infancia""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x6363557696553585928?setLang=es-ES"",""DisplayName"":""CPI Juan B. Eguzkitza Meabe IPI"",""Address"":{""Street"":""23,Calle Del Lehendakari Aguirre"",""City"":""Lemoa"",""State"":""Vizcaya"",""CountryOrRegion"":""ES"",""PostalCode"":""48330"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.2088,""Longitude"":-2.77105}}","944.280.120.000.000","014341aa@hezkuntza.net",,,"[""Arratia""]",,,,"Point (-2.77105 43.2088)","CESAR ENRIQUE PINARGOTE GAVILANES"
"DIMA-UGARANA",,"[""Infancia"",""Juventud""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x17647846161579051530?setLang=es-ES"",""DisplayName"":""Colegio Público Dima Ugarana"",""Address"":{""Street"":""Lugar Barrio Telleri, 13"",""City"":""Ugarana"",""State"":""Vizcaya"",""CountryOrRegion"":""ES"",""PostalCode"":""48141"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.1421,""Longitude"":-2.7496}}","946.315.532","014238aa@hezkuntza.net",,,"[""Arratia""]",,,,"Point (-2.7496 43.1421)","CESAR ENRIQUE PINARGOTE GAVILANES"
"ZEANURI",,"[""Infancia"",""Juventud""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x16794777824634103945?setLang=es-ES"",""DisplayName"":""Colegio Público Zeanuri"",""Address"":{""Street"":""Barrio Albakoa, 27"",""City"":""Zeanuri"",""State"":""Vizcaya"",""CountryOrRegion"":""ES"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.101,""Longitude"":-2.74838}}","944.288.275","014236aa@hezkuntza.net",,,"[""Arratia""]",,,,"Point (-2.74838 43.101)","CESAR ENRIQUE PINARGOTE GAVILANES"
"ARRATIA",,"[""Infancia"",""Juventud""]","{""EntityType"":null,""LocationUri"":null,""DisplayName"":""Herriko plaza. 2A"",""Address"":null,""Coordinates"":{""Latitude"":null,""Longitude"":null}}","944.287.815","014235aa@hezkuntza.net",,,"[""Arratia""]",,,,,"CESAR ENRIQUE PINARGOTE GAVILANES"
"BERMEO",,"[""Infancia"",""Juventud""]","{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x6784259795592542828?setLang=es-ES"",""DisplayName"":""Escuela Oficial De Idiomas"",""Address"":{""Street"":""Zubiaur-tar Kepa Kalea, 72, 48370 Bermeo, Bizkaia, Spain"",""City"":""Bermeo"",""State"":""Vizcaya"",""CountryOrRegion"":""ES"",""PostalCode"":""48370"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.4193,""Longitude"":-2.7383}}","946.187.091","015555aa@hezkuntza.net","https://www.aldapeta.eus/",,"[""Bermeo""]",,,,"Point (-2.7383 43.4193)","MARINA CIFUENTES GARCIA"
"ARTEAKO HAURRESKOLA",,"[""Infancia"",""Juventud""]",,"946.024.639","artea.artea@haurreskolak.eus",,,"[""Llodio""]",,,,,"ANDREA ALVAREZ MARTINEZ"
"OKONDOKO HAURRESKOLA-AURORA MENDIETA",,,"{""EntityType"":""Custom"",""LocationUri"":null,""DisplayName"":""ARENALDE 7"",""Address"":null,""Coordinates"":{""Latitude"":null,""Longitude"":null}}","945.898.429","aurora.okondo@haurreskolak.eus",,,,,,,,"ANDREA ALVAREZ MARTINEZ"
"OKONDO",,,"{""EntityType"":""PostalAddress"",""LocationUri"":""https://www.bingapis.com/api/v6/geoentities?streetaddress=Malkuartu+Bidea%2c+2&locality=Llodio&subregion=%c3%81lava&region=Pa%c3%ads+Vasco+%2f+Euskadi&postalcode=01400&country=Espa%c3%b1a&setLang=es-ES%2ces-es&count=1"",""DisplayName"":""Malkuartu Bidea, 2"",""Address"":{""Street"":""Malkuartu Bidea, 2"",""City"":""Llodio"",""State"":""País Vasco / Euskadi"",""CountryOrRegion"":""España"",""PostalCode"":""01400"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":null,""Longitude"":null}}","945.898.127","010040aa@hezkuntza.net","https://www.aldapeta.eus/",,,,,,,"ANDREA ALVAREZ MARTINEZ"
"LAUDIOKO HAURRESKOLA-MATXINTXU",,,"{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x3580774851121924355?setLang=es-ES"",""DisplayName"":""Partzuergoko Haur Eskola Laudioko Haurreskola Matxintxu"",""Address"":{""Street"":""Calle Ardantzazar, 5"",""City"":""Llodio"",""State"":""Álava"",""CountryOrRegion"":""ES"",""PostalCode"":""01400"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.1445,""Longitude"":-2.96298}}","944.049.543","laudio.laudio@haurreskolak.eus",,,,,,,"Point (-2.96298 43.1445)","ANDREA ALVAREZ MARTINEZ"
"LAUDIO",,,"{""EntityType"":""LocalBusiness"",""LocationUri"":""https://www.bingapis.com/api/v6/localbusinesses/YN6306x157523925680315928?setLang=es-ES"",""DisplayName"":""IES Laudio"",""Address"":{""Street"":""Avenida de Zumalacárregui 34"",""City"":""Llodio"",""State"":""País Vasco "",""CountryOrRegion"":""ES"",""PostalCode"":""01400"",""Type"":""Unknown"",""IsInferred"":""False""},""Coordinates"":{""Latitude"":43.1438,""Longitude"":-2.96216}}","945.187.028","010351aa@hezkuntza.net","https://www.aldapeta.eus/",,,,,,"Point (-2.96216 43.1438)","ANDREA ALVAREZ MARTINEZ"
